ALFABETA;"PRINCIPIO ACTIVO";"MARCA COMERCIAL";PRESENTACION;LABORATORIO;"PVP PAMI AL 30/04/2021";COBERTURA;"IMPORTE AFILIADO"
52431;pregabalina;MYSTIKA;"25 mg comp.x 30";Richmond;428.19;50;214.1
54800;pregabalina;"MYSTIKA 75 MULTIDOSIS";"75 mg comp.rec.birr.x 30";Richmond;1259.12;50;629.56
50007;rosuvastatina;"BILIP 10";"10 mg comp.x 28";Richmond;669.75;50;334.88
44337;rosuvastatina;"BILIP 10";"10 mg comp.x 30";Richmond;851.79;50;425.9
50008;rosuvastatina;"BILIP 20";"20 mg comp.x 28";Richmond;1266.67;50;633.34
44338;rosuvastatina;"BILIP 20";"20 mg comp.x 30";Richmond;1610.95;50;805.48
39869;tióctico.ác.;"TIONEUROL 600";"600 mg comp.rec.x 30";Richmond;2117.53;50;1058.77
48287;valsartán;"HIPERVAL 80";"comp.rec.x 28";Richmond;929.09;60;371.64
48288;valsartán;"HIPERVAL 160";"comp.rec.x 28";Richmond;1159.05;60;463.62
35688;zolpidem;ZOLODORM;"10 mg comp.rec.x 30";Richmond;429.6;50;214.8
56145;accesorio;"AGUJAS ACCU-FINE";"31G x 6mm agujas x 100";"Roche Diabetes";999.04;100;0
56144;accesorio;"AGUJAS ACCU-FINE";"32G x 4mm agujas x 100";"Roche Diabetes";999.04;100;0
50265;accesorio;"ACCU-CHEK FASTCLIX";"lancetas x 102";"Roche Diabetes";944.62;100;0
29044;accesorio;"ACCU-CHEK SOFTCLIX NEW";"lancetas x 200";"Roche Diabetes";950.71;100;0
50264;accesorio;"ACCU-CHEK FASTCLIX";"lancetas x 24";"Roche Diabetes";266.28;100;0
29043;accesorio;"ACCU-CHEK SOFTCLIX NEW";"lancetas x 25";"Roche Diabetes";163.38;100;0
53861;"tiras reactivas";"ACCU-CHEK ACTIVE GLUCOSA";"tiras reactivas x 25";"Roche Diabetes";1356.72;100;0
40740;"tiras reactivas";"ACCU-CHEK PERFORMA 25";"tiras reactivas x 25";"Roche Diabetes";1356.72;100;0
53987;"tiras reactivas";"ACCU-CHEK GUIDE";"tiras reactivas x 25";"Roche Diabetes";1356.72;100;0
53862;"tiras reactivas";"ACCU-CHEK ACTIVE GLUCOSA";"tiras reactivas x 50";"Roche Diabetes";2443.15;100;0
40741;"tiras reactivas";"ACCU-CHEK PERFORMA 50";"tiras reactivas x 50";"Roche Diabetes";2443.15;100;0
53986;"tiras reactivas";"ACCU-CHEK GUIDE";"tiras reactivas x 50";"Roche Diabetes";2443.15;100;0
35608;aciclovir;POVIRAL;"400 mg comp.x 20";Roemmers;571.88;60;228.75
35609;aciclovir;POVIRAL;"400 mg comp.x 40";Roemmers;1093.81;60;437.52
32116;aciclovir;POVIRAL;"800 mg comp.x 20";Roemmers;909.83;60;363.93
32117;aciclovir;POVIRAL;"800 mg comp.x 40";Roemmers;1721.16;60;688.46
7888;aciclovir;POVIRAL;"cr.dérm.x 5 g";Roemmers;237.45;50;118.73
7638;amiodarona;ATLANSIL;"comp.x 20";Roemmers;292.53;80;58.51
7639;amiodarona;ATLANSIL;"comp.x 50";Roemmers;954.73;80;190.95
52686;amlodipina+losartán.potásico;"LOSACOR A";"5/100 mg comp.rec.x 30";Roemmers;1246.91;50;623.46
52685;amlodipina+losartán.potásico;"LOSACOR A";"5/50 mg comp.rec.x 30";Roemmers;1123.77;50;561.89
7592;amoxicilina;AMOXIDAL;"1 g comp.x 16";Roemmers;691.71;60;276.68
7600;amoxicilina;AMOXIDAL;"1 g iny.x 1 dosis";Roemmers;176.97;60;70.79
34487;amoxicilina;AMOXIDAL;"500 mg comp.rec.x 21";Roemmers;253.67;60;101.47
7596;amoxicilina;AMOXIDAL;"Ped.250 mg susp.x 90 ml";Roemmers;294.75;60;117.9
15969;amoxicilina;AMOXIDAL;"Ped.500 mg susp.x 120 ml";Roemmers;427.56;60;171.02
7598;amoxicilina;AMOXIDAL;"Ped.500 mg susp.x 90 ml";Roemmers;342.55;60;137.02
28091;amoxicilina;"AMOXIDAL DUO";"comp.x 14";Roemmers;355.11;60;142.04
44755;amoxicilina;"AMOXIDAL DUO";"susp.x 120 ml";Roemmers;545.87;60;218.35
22806;amoxicilina;"AMOXIDAL DUO";"susp.x 70 ml";Roemmers;406.97;60;162.79
50992;amoxicilina+acetilcisteína;"AMOXIDAL DUO MUC";"comp.rec. x 14";Roemmers;554.3;50;277.15
7603;amoxicilina+ambroxol;"AMOXIDAL RESPIRATORIO";"Ped.500 mg susp.x 90 ml";Roemmers;452.64;50;226.32
28092;amoxicilina+ambroxol;"AMOXIDAL RESPIRATORIO DUO";"comp.rec.x 14";Roemmers;547.94;50;273.97
32037;amoxicilina+ambroxol;"AMOXIDAL RESPIRATORIO";"comp.rec.x 16";Roemmers;495.41;50;247.71
28093;amoxicilina+ambroxol;"AMOXIDAL RESPIRATORIO DUO";"susp.x 70 ml";Roemmers;496.63;50;248.32
13625;amoxicilina+bromhexina;"AMOXIDAL RESPIRATORIO";"1 g iny.x 1 dosis";Roemmers;178.6;50;89.3
31676;amoxicilina+clavulánico.ác.;"OPTAMOX DUO";"1 g comp.x 14";Roemmers;761.5;60;304.6
6285;amoxicilina+clavulánico.ác.;OPTAMOX;"500 mg comp.x 16";Roemmers;758.26;60;303.3
6269;amoxicilina+clavulánico.ác.;OPTAMOX;"500 mg comp.x 8";Roemmers;406.14;60;162.46
6300;amoxicilina+clavulánico.ác.;OPTAMOX;"Ped.250 mg susp.x 60 ml";Roemmers;325.24;60;130.1
13626;amoxicilina+clavulánico.ác.;OPTAMOX;"Ped.250 mg susp.x 90 ml";Roemmers;449.44;60;179.78
49936;amoxicilina+clavulánico.ác.;"OPTAMOX DUO 14:1";"susp.ped.x 140 ml";Roemmers;914.79;60;365.92
45526;amoxicilina+clavulánico.ác.;"OPTAMOX DUO";"susp.x 140 ml";Roemmers;853.22;60;341.29
21045;amoxicilina+clavulánico.ác.;"OPTAMOX DUO";"susp.x 70 ml";Roemmers;466.39;60;186.56
46700;amoxicilina+ác.clavulánico+asoc.;"OPTAMOX RESPIRATORIO DUO";"comp.rec.x 14";Roemmers;893.02;60;357.21
46701;amoxicilina+ác.clavulánico+asoc.;"OPTAMOX RESPIRATORIO DUO";"susp.x 140 ml";Roemmers;982.78;60;393.11
32886;aripiprazol;IRAZEM;"10 mg comp.x 30";Roemmers;1012.15;50;506.08
32888;aripiprazol;IRAZEM;"15 mg comp.x 30";Roemmers;1473.88;50;736.94
32889;aripiprazol;IRAZEM;"20 mg comp.x 15";Roemmers;938.69;50;469.35
36637;aripiprazol;IRAZEM;"5 mg comp.x 30";Roemmers;922.51;50;461.26
50996;aripiprazol;IRAZEM;"Sol.oral x 150 ml";Roemmers;1478.07;50;739.04
25417;bisoprolol;CORBIS;"10 mg comp.rec.x 30";Roemmers;795.71;60;318.28
29741;bisoprolol;CORBIS;"2.5 mg comp.rec.x 30";Roemmers;333.14;60;133.26
25416;bisoprolol;CORBIS;"5 mg comp.rec.x 30";Roemmers;623.14;60;249.26
32054;bisoprolol+hidroclorotiazida;"CORBIS D";"5/12.5 mg comp.x 30";Roemmers;709.01;50;354.51
46020;calcitriol;CALCIRAQUIFEROL;"caps.blandas x 30";Roemmers;607.48;60;242.99
51121;cinitaprida;ROGASTRIL;"1 mg comp.x 10";Roemmers;338.13;50;169.07
28927;cinitaprida;ROGASTRIL;"1 mg comp.x 30";Roemmers;817.07;50;408.54
48652;cinitaprida+simeticona;"ROGASTRIL PLUS";"comp. x 15";Roemmers;535.1;50;267.55
48653;cinitaprida+simeticona;"ROGASTRIL PLUS";"comp. x 30";Roemmers;1018.47;50;509.24
50997;cinitaprida+simeticona;"ROGASTRIL PLUS MASTICABLE";"comp.mast. x 10";Roemmers;434.07;50;217.04
50998;cinitaprida+simeticona;"ROGASTRIL PLUS MASTICABLE";"comp.mast. x 30";Roemmers;1312.95;50;656.48
2695;ciprofloxacina;CIRIAX;"500 mg comp.x 10";Roemmers;699.08;60;279.63
52067;ciprofloxacina;CIRIAX;"500 mg comp.x 20";Roemmers;1267.27;60;506.91
24696;citalopram;ZENTIUS;"comp.rec.x 30";Roemmers;1035.02;50;517.51
22094;"clonixinato lisina";DORIXINA;"comp.x 20";Roemmers;157.75;50;78.88
14955;"clonixinato lisina+ciclobenzapri";"DORIXINA RELAX";"comp.rec.x 20";Roemmers;489.91;50;244.96
51315;"clonixinato lisina+ergotamina";"MIGRA DORIXINA";"comp.x 10";Roemmers;187.16;50;93.58
7726;"clonixinato lisina+vit.b.compl.";"DORIXINA B1 B6 B12";"comp.x 20";Roemmers;195.88;50;97.94
7660;clorfeniramina+asoc.;DECIDEX;"gts.x 30 ml";Roemmers;297.84;50;148.92
28602;"colindifosfato de citidina";"COMPLEGEL NOVO";"250 mg comp.x 30";Roemmers;1367.73;50;683.87
23948;"colindifosfato de citidina";"COMPLEGEL NOVO";"500 mg a.x 9 x 2 ml";Roemmers;1030.86;50;515.43
32834;desloratadina;FRENALER;"5 mg comp.rec.x 14";Roemmers;398.6;50;199.3
32833;desloratadina;FRENALER;"5 mg comp.rec.x 7";Roemmers;228.49;50;114.25
32835;desloratadina;FRENALER;"jbe.x 60 ml";Roemmers;350.18;50;175.09
40470;desloratadina+betametasona;"FRENALER CORT";"comp.rec.x 10";Roemmers;362.79;50;181.4
40471;desloratadina+betametasona;"FRENALER CORT";"jbe.x 60 ml";Roemmers;431.78;50;215.89
46334;desloratadina+pseudoefedrina;"FRENALER D";"caps.lib.prol.x 10";Roemmers;342.16;50;171.08
48657;desvenlafaxina;IXIUM;"100 mg comp.lib.prol.x10";Roemmers;628.62;50;314.31
48658;desvenlafaxina;IXIUM;"100 mg comp.lib.prol.x30";Roemmers;1831.01;50;915.51
47353;desvenlafaxina;IXIUM;"50 mg comp.lib.prol.x 30";Roemmers;1083.03;50;541.52
48253;dexlansoprazol;"DEXOPRAL 60";"cáps. x 15";Roemmers;895.73;50;447.87
48252;dexlansoprazol;"DEXOPRAL 30";"cáps. x 30";Roemmers;1230.13;50;615.07
48254;dexlansoprazol;"DEXOPRAL 60";"cáps. x 30";Roemmers;2029.7;50;1014.85
32684;diazepam;PLIDAN;"10 mg comp.rec.x 50";Roemmers;477.76;50;238.88
32665;diazepam;PLIDAN;"2 mg comp.rec.x 20";Roemmers;127.12;50;63.56
32666;diazepam;PLIDAN;"2 mg comp.rec.x 50";Roemmers;257.1;50;128.55
33330;diazepam;PLIDAN;"5 mg comp.rec.x 50";Roemmers;386.36;50;193.18
36780;diazepam+trimebutina;"PLIDEX T";"comp.rec.x 20";Roemmers;219;50;109.5
36781;diazepam+trimebutina;"PLIDEX T";"comp.rec.x 50";Roemmers;483.24;50;241.62
43398;diazepam+trimebutina;"PLIDEX T 200";"comp.x 30";Roemmers;492.95;50;246.48
4370;digoxina;"LANOXIN (DIGOXINA)";"0.25 mg comp.x 100";Roemmers;520.32;80;104.06
9109;digoxina;"LANOXIN (DIGOXINA)";"0.25 mg comp.x 25";Roemmers;144.9;80;28.98
9110;digoxina;"LANOXIN (DIGOXINA)";"0.25 mg comp.x 50";Roemmers;292.83;80;58.57
7578;diltiazem;"ACALIX AP";"120 mg caps.x 30";Roemmers;828.54;60;331.42
4545;diltiazem;ACALIX;"120 mg comp.x 50";Roemmers;887.95;60;355.18
17871;diltiazem;"ACALIX CD";"180 mg caps.x 30";Roemmers;744.47;60;297.79
38106;diltiazem;"ACALIX CRONOS";"180 mg caps.x 30";Roemmers;944.92;60;377.97
17872;diltiazem;"ACALIX CD";"240 mg caps.x 30";Roemmers;1286.76;60;514.7
38107;diltiazem;"ACALIX CRONOS";"240 mg caps.x 30";Roemmers;1380.34;60;552.14
38108;diltiazem;"ACALIX CRONOS";"300 mg caps.x 30";Roemmers;1547.92;60;619.17
7577;diltiazem;ACALIX;"60 mg comp.x 50";Roemmers;346.69;60;138.68
4532;diltiazem;ACALIX;"90 mg comp.x 50";Roemmers;498.59;60;199.44
34959;enalapril;LOTRIAL;"10 mg comp.x 30";Roemmers;362.94;80;72.59
7801;enalapril;LOTRIAL;"10 mg comp.x 50";Roemmers;600.72;80;120.14
34960;enalapril;LOTRIAL;"10 mg comp.x 60";Roemmers;671.88;80;134.38
34955;enalapril;LOTRIAL;"2.5 mg comp.x 30";Roemmers;91.01;80;18.2
34956;enalapril;LOTRIAL;"2.5 mg comp.x 60";Roemmers;178.5;80;35.7
34961;enalapril;LOTRIAL;"20 mg comp.x 30";Roemmers;410.57;80;82.11
34962;enalapril;LOTRIAL;"20 mg comp.x 60";Roemmers;798.13;80;159.63
34957;enalapril;LOTRIAL;"5 mg comp.x 30";Roemmers;190.51;80;38.1
7799;enalapril;LOTRIAL;"5 mg comp.x 50";Roemmers;311.18;80;62.24
34958;enalapril;LOTRIAL;"5 mg comp.x 60";Roemmers;364.68;80;72.94
9508;enalapril+hidroclorotiazida;"LOTRIAL D";"comp.x 30";Roemmers;524.03;80;104.81
31954;enalapril+hidroclorotiazida;"LOTRIAL D-20";"comp.x 30";Roemmers;531.16;80;106.23
45621;eplerenona;OLDREN;"25 mg comp.rec.x 30";Roemmers;795.86;50;397.93
45623;eplerenona;OLDREN;"50 mg comp.rec.x 30";Roemmers;1151.86;50;575.93
31952;escitalopram;MERIDIAN;"10 mg comp.rec.x 15";Roemmers;653.43;50;326.72
31953;escitalopram;MERIDIAN;"10 mg comp.rec.x 30";Roemmers;1268.78;50;634.39
31950;escitalopram;"MERIDIAN 20";"20 mg comp.rec.x 15";Roemmers;1160.74;50;580.37
31951;escitalopram;"MERIDIAN 20";"20 mg comp.rec.x 30";Roemmers;2253.9;50;1126.95
38813;eszopiclona;INDUCTAL;"2 mg comp.rec. x 30";Roemmers;620.39;50;310.2
38814;eszopiclona;INDUCTAL;"3 mg comp.rec. x 30";Roemmers;775.31;50;387.66
54048;etoricoxib;"DORICOXIB 120";"120 mg comp.rec.x 10";Roemmers;811.38;50;405.69
54046;etoricoxib;"DORICOXIB 60";"60 mg comp.rec.x 10";Roemmers;544.2;50;272.1
54047;etoricoxib;"DORICOXIB 60";"60 mg comp.rec.x 30";Roemmers;1510.81;50;755.41
54049;etoricoxib;"DORICOXIB 90";"90 mg comp.rec.x 10";Roemmers;787.83;50;393.92
54050;etoricoxib;"DORICOXIB 90";"90 mg comp.rec.x 30";Roemmers;1901.66;50;950.83
33955;ezetimibe;IXACOR;"10 mg comp.x 30";Roemmers;692.43;50;346.22
35896;ezetimibe+simvastatin;"VASOTENAL EZ";"10/10 mg comp.x 30";Roemmers;903.7;50;451.85
38013;ezetimibe+simvastatin;"VASOTENAL EZ";"20/10 mg comp.x 30";Roemmers;902.02;50;451.01
57103;famotidina;"TAURAL F 20";"20 mg comp.x 30";Roemmers;345.57;50;172.79
57104;famotidina;"TAURAL F 20";"20 mg comp.x 60";Roemmers;602.35;50;301.18
57102;famotidina;"TAURAL F 40";"40 mg comp.x 30";Roemmers;747.38;50;373.69
7701;flecainida;DIONDEL;"comp.x 20";Roemmers;319.58;60;127.83
7702;flecainida;DIONDEL;"comp.x 50";Roemmers;799.01;60;319.6
22200;fluconazol;"MICOLIS NOVO";"150 mg caps.x 2";Roemmers;594.12;50;297.06
31843;fluconazol;"MICOLIS NOVO";"150 mg caps.x 4";Roemmers;1104.75;50;552.38
36681;fluticasona;"LIDIL CORT";"spray nasal x 120 ds.";Roemmers;478.59;80;95.72
17753;glimepiride;ENDIAL;"2 mg comp.x 30";Roemmers;427.2;100;0
17754;glimepiride;ENDIAL;"2 mg comp.x 60";Roemmers;897.8;100;0
17756;glimepiride;ENDIAL;"4 mg comp.x 30";Roemmers;764.5;100;0
40647;glimepiride+metformina;"ENDIAL MET 2";"2/1000 mg comp.rec.x 30";Roemmers;500.03;50;250.02
40649;glimepiride+metformina;"ENDIAL MET 4";"4/1000 mg comp.rec.x 30";Roemmers;882.13;50;441.07
38324;hierro.polimaltosato;VITALIX;"100 mg comp.rec.x 30";Roemmers;231.61;50;115.81
35748;ibuprofeno;FEBRATIC;"400 mg comp.x 20";Roemmers;131.93;50;65.97
45624;isosorbide.dinitrato;"MEDOCOR SUBLINGUAL";"5 mg comp.subl.x 30";Roemmers;284.66;60;113.86
12605;isosorbide.mononitrato;"MEDOCOR AP";"caps.x 30";Roemmers;872.84;60;349.14
7804;isosorbide.mononitrato;MEDOCOR;"comp.x 20";Roemmers;171.78;60;68.71
7805;isosorbide.mononitrato;MEDOCOR;"comp.x 40";Roemmers;326.82;60;130.73
47041;ketorolac;"DORIXINA FORTE NF";"10 mg comp.rec.x 10";Roemmers;238.57;50;119.29
47043;ketorolac;"DORIXINA FORTE NF";"10 mg comp.subl.x 10";Roemmers;391.49;50;195.75
47044;ketorolac;"DORIXINA FORTE NF";"10 mg comp.subl.x 20";Roemmers;760.14;50;380.07
47042;ketorolac;"DORIXINA FORTE NF";"20 mg comp.rec.x 10";Roemmers;433.18;50;216.59
14412;lansoprazol;LANZOPRAL;"caps.x 15";Roemmers;604.16;50;302.08
17091;lansoprazol;"LANZOPRAL MD";"caps.x 30";Roemmers;647.71;50;323.86
14413;lansoprazol;LANZOPRAL;"caps.x 30";Roemmers;1208.28;50;604.14
32657;lansoprazol;LANZOPRAL;"susp.sob.x 30";Roemmers;925.21;50;462.61
41546;levofloxacina;"LEXOBRON 500";"500 mg comp.rec.x 7";Roemmers;514.84;60;205.94
41547;levofloxacina;"LEXOBRON 750";"750 mg comp.rec.x 5";Roemmers;588.57;60;235.43
21179;loratadina+pseudoefedrina;"DECIDEX PLUS";"caps.x 10";Roemmers;332.07;50;166.04
31004;losartán;LOSACOR;"100 mg comp.rec.x 30";Roemmers;1213.89;80;242.78
15987;losartán;LOSACOR;"50 mg comp.rec.x 30";Roemmers;992.91;80;198.58
49974;losartán;LOSACOR;"50 mg comp.rec.x 60";Roemmers;1860;80;372
32338;losartán+hidroclorotiazida;"LOSACOR D";"100/25 mg comp.rec.x 30";Roemmers;1264.78;60;505.91
16681;losartán+hidroclorotiazida;"LOSACOR D";"50/12.5 mg comp.rec.x 30";Roemmers;1152.86;60;461.14
35254;meloxicam;BRONAX;"15 mg comp.x 10";Roemmers;447.66;50;223.83
35255;meloxicam;BRONAX;"15 mg comp.x 20";Roemmers;875.83;50;437.92
43053;meloxicam;BRONAX;"15 mg comp.x 30";Roemmers;1273.63;50;636.82
50993;meloxicam;"BRONAX CB";"15 mg cáps.bl.x 10";Roemmers;446.77;50;223.39
50994;meloxicam;"BRONAX CB";"15 mg cáps.bl.x 30";Roemmers;1248.63;50;624.32
35715;meloxicam;BRONAX;"iny.a.x 3";Roemmers;141.01;50;70.51
46336;meloxicam+betametasona+asoc.;"BRONAX CORT";"comp.rec.x 10";Roemmers;434.29;50;217.15
46337;meloxicam+betametasona+asoc.;"BRONAX CORT";"comp.rec.x 20";Roemmers;843.38;50;421.69
41548;meloxicam+pridinol;"BRONAX FLEX";"comp.x 10";Roemmers;468.83;50;234.42
41549;meloxicam+pridinol;"BRONAX FLEX";"comp.x 20";Roemmers;919.09;50;459.55
35119;memantine;MERITAL;"comp.ran.x 30";Roemmers;1121.71;50;560.86
51673;memantine;MERITAL;"comp.ran.x 60";Roemmers;2178.1;50;1089.05
52682;nebivolol;"CORPRES 10";"10 mg comp.x 30";Roemmers;1333.98;50;666.99
52684;nebivolol;"CORPRES 2.5";"2.5 mg comp.x 30";Roemmers;342.19;50;171.1
52683;nebivolol;"CORPRES 5";"5 mg comp.x 30";Roemmers;699.53;50;349.77
38322;nitazoxanida;NIXORAN;"500 mg comp.rec.x 6";Roemmers;287.86;50;143.93
7930;paracetamol;TERMOFREN;"gts.x 20 ml";Roemmers;137.69;50;68.85
15871;paracetamol;TERMOFREN;"sol.x 120 ml";Roemmers;184.52;50;92.26
44345;prasugrel;PROCARDIA;"10 mg comp.x 30";Roemmers;1893.44;50;946.72
39898;pregabalina;PLENICA;"150 mg caps.x 30";Roemmers;2184.81;50;1092.41
44885;pregabalina;PLENICA;"25 mg caps.x 30";Roemmers;434.91;50;217.46
39899;pregabalina;PLENICA;"300 mg caps.x 30";Roemmers;2940.32;50;1470.16
52070;pregabalina;PLENICA;"50 mg caps.x 15";Roemmers;508.65;50;254.33
52071;pregabalina;PLENICA;"50 mg caps.x 30";Roemmers;988.27;50;494.14
39896;pregabalina;PLENICA;"75 mg caps.x 15";Roemmers;734.52;50;367.26
39897;pregabalina;PLENICA;"75 mg caps.x 30";Roemmers;1439.56;50;719.78
48655;pregabalina;PLENICA;"75 mg caps.x 60";Roemmers;2852.59;50;1426.3
46723;pregabalina;"PLENICA 75 PRACTIDOSIS";"75 mg comp.x 15";Roemmers;792.62;50;396.31
48656;pregabalina;"PLENICA 75 PRACTIDOSIS";"75 mg comp.x 30";Roemmers;1539.16;50;769.58
7899;propinox;SERTAL;"gts.x 20 ml";Roemmers;116.99;50;58.5
7904;"propinox+clonixinato de lisina";"SERTAL COMPUESTO";"comp.rec.x 20";Roemmers;282.26;50;141.13
39046;rasagilina;ELBRUS;"1 mg comp.x 30";Roemmers;1096.8;50;548.4
34503;rosuvastatina;ROVARTAL;"10 mg comp.x 30";Roemmers;986.34;50;493.17
44813;rosuvastatina;ROVARTAL;"20 mg comp.x 30";Roemmers;1809.74;50;904.87
46335;rosuvastatina;ROVARTAL;"5 mg comp.x 30";Roemmers;649.52;50;324.76
46294;sertralina;ASERTRAL;"100 mg comp.ran.x 30";Roemmers;1376.72;50;688.36
46293;sertralina;ASERTRAL;"50 mg comp.ran.x 30";Roemmers;920.45;50;460.23
28758;sildenafil;VIMAX;"100 mg comp.x 6";Roemmers;831.29;50;415.65
21977;sildenafil;VIMAX;"25 mg comp.x 2";Roemmers;152.95;50;76.48
34713;sildenafil;"VIMAX 50";"50 mg comp.mast.x 2";Roemmers;200.71;50;100.36
21978;sildenafil;VIMAX;"50 mg comp.x 2";Roemmers;204.18;50;102.09
28757;sildenafil;VIMAX;"50 mg comp.x 6";Roemmers;604.65;50;302.33
45874;sildenafil;"VIMAX FLASH 50";"50mg comp.dis.buc.rap.x6";Roemmers;596.65;50;298.33
52074;sildenafil;"VIMAX FLASH 100";"comp.dis.buc.rap.x 10";Roemmers;1352.9;50;676.45
52073;sildenafil;"VIMAX FLASH 100";"comp.dis.buc.rap.x 2";Roemmers;278.42;50;139.21
15375;simvastatin;VASOTENAL;"10 mg comp.x 30";Roemmers;861.36;80;172.27
21044;simvastatin;VASOTENAL;"20 mg comp.x 30";Roemmers;1152.92;80;230.58
15373;simvastatin;VASOTENAL;"5 mg comp.x 30";Roemmers;397.21;80;79.44
54051;sodio.divalproato;"IMPROVAL 125";"125 mg comp.rec.x 30";Roemmers;427.56;80;85.51
54052;sodio.divalproato;"IMPROVAL 250";"250 mg comp.rec.x 30";Roemmers;716.98;80;143.4
54053;sodio.divalproato;"IMPROVAL 500";"500 mg comp.rec.x 30";Roemmers;1203.51;80;240.7
54054;sodio.divalproato;"IMPROVAL 500";"500 mg comp.rec.x 60";Roemmers;2304.61;80;460.92
51226;tadalafilo;"INVICTUS 20";"20 mg comp.rec.x 1";Roemmers;424.77;50;212.39
51227;tadalafilo;"INVICTUS 20";"20 mg comp.rec.x 2";Roemmers;840.98;50;420.49
51228;tadalafilo;"INVICTUS 20";"20 mg comp.rec.x 4";Roemmers;1665.67;50;832.84
51225;tadalafilo;"INVICTUS 5";"5 mg comp.rec.x 30";Roemmers;3709.34;50;1854.67
8142;tioridazina;MELERIL;"10 mg comp.rec.x 25";Roemmers;342.41;50;171.21
8144;tioridazina;MELERIL;"25 mg comp.rec.x 25";Roemmers;356.09;50;178.05
8143;tioridazina;MELERIL;"Rtd.200 mg comp.x 20";Roemmers;911.36;50;455.68
43204;trimebutina;"PLIDEX AP";"300 mg comp.lib.prol.x30";Roemmers;684.29;50;342.15
42294;trimebutina;"PLIDEX 100";"comp.x 30";Roemmers;333.56;50;166.78
42296;trimebutina;"PLIDEX 200";"comp.x 30";Roemmers;483.44;50;241.72
52075;trimebutina+simeticona;"PLIDEX S";"200/120 mg comp.rec.x 30";Roemmers;705.37;50;352.69
52076;trimebutina+simeticona;"PLIDEX S";"200/120 mg comp.rec.x 60";Roemmers;1187.97;50;593.99
31003;venlafaxina;"SESAREN XR";"150 mg caps.x 15";Roemmers;731.74;50;365.87
36797;venlafaxina;"SESAREN XR";"150 mg caps.x 30";Roemmers;1517.18;50;758.59
48650;venlafaxina;"SESAREN XR";"225 mg caps.x 15";Roemmers;1056.84;50;528.42
48651;venlafaxina;"SESAREN XR";"225 mg caps.x 30";Roemmers;2088.85;50;1044.43
30999;venlafaxina;SESAREN;"25 mg comp.x 30";Roemmers;407.11;50;203.56
36795;venlafaxina;"SESAREN XR";"37.5 mg caps.x 28";Roemmers;990.21;50;495.11
31000;venlafaxina;SESAREN;"50 mg comp.x 30";Roemmers;520.5;50;260.25
31002;venlafaxina;"SESAREN XR";"75 mg caps.x 15";Roemmers;507.05;50;253.53
36796;venlafaxina;"SESAREN XR";"75 mg caps.x 30";Roemmers;1045.56;50;522.78
31001;venlafaxina;SESAREN;"75 mg comp.x 30";Roemmers;734.82;50;367.41
29693;vit.d;RAQUIFEROL;"fco.gotero x 4 ml";Roemmers;382.27;50;191.14
52072;vit.d3;"RAQUIFEROL D3";"fco.gotero x 4 ml";Roemmers;643.85;50;321.93
52078;vit.d3;"RAQUIFEROL D3";"sol.oral x 2 ml";Roemmers;556.27;50;278.14
36568;azitromicina;TALCILINA;"500 mg comp.rec.x 3";Ronnet;339.65;50;169.83
39404;azitromicina;TALCILINA;"500 mg comp.rec.x 6";Ronnet;515.48;50;257.74
37832;carboximetilcisteína;SALVITOS;"jbe.x 120 ml";Ronnet;274.92;50;137.46
53997;cefalexina;RIBAMICIN;"500 mg comp.x 16";Ronnet;374.19;60;149.68
53996;cefalexina;RIBAMICIN;"500 mg comp.x 8";Ronnet;209.3;60;83.72
34526;clotrimazol;MYCANDEN;"cr.x 20 g";Ronnet;217.24;50;108.62
54592;clotrimazol;MYCANDEN;"pvo.dérmico x 30 g";Ronnet;202.34;50;101.17
32028;clotrimazol;MYCANDEN;"spray x 60 ml";Ronnet;280.85;50;140.43
34779;"diclofenac dietilamina";"NALGIFLEX GEL";"gel x 50 g";Ronnet;285.35;50;142.68
35858;"diclofenac sódico";NALGIFLEX;"50 mg comp.rec.x 15";Ronnet;155.22;50;77.61
44436;"diclofenac sódico";NALGIFLEX;"50 mg comp.rec.x 30";Ronnet;294.86;50;147.43
33543;"diclofenac sódico";"NALGIFLEX 75";"75 mg comp.rec.x 15";Ronnet;341.22;50;170.61
44437;"diclofenac sódico";"NALGIFLEX 75";"75 mg comp.rec.x 30";Ronnet;607.51;50;303.76
38818;diclofenac+pridinol;"NALGIFLEX RELAX";"comp.rec.gastrorres.x 15";Ronnet;407.14;50;203.57
44435;diclofenac+pridinol;"NALGIFLEX RELAX";"comp.rec.gastrorres.x 30";Ronnet;672.11;50;336.06
30155;lidocaína+hidrocortisona;PROCTOCREM;"pda.x 20 g";Ronnet;352.26;50;176.13
40652;loperamida;NORMASEC;"comp.x 10";Ronnet;220.19;50;110.1
40653;norfloxacina;NEFRONET;"comp.rec.x 10";Ronnet;337.43;50;168.72
54593;norfloxacina;NEFRONET;"comp.rec.x 20";Ronnet;572.87;50;286.44
42928;omeprazol;"SEDIGASTROL VL";"20 mg caps.x 14";Ronnet;204.55;50;102.28
44434;omeprazol;"SEDIGASTROL VL";"20 mg caps.x 28";Ronnet;376.13;50;188.07
53858;omeprazol;SEDIGASTROL;"40 mg caps.x 14";Ronnet;721.18;50;360.59
53859;omeprazol;SEDIGASTROL;"40 mg caps.x 28";Ronnet;1226;50;613
